step,x,y,type,pole,arc_deg
408,140.0243,-196.9519,wrap,5,0
409,137.5707,-196.3628,wrap,5,0
410,135.1515,-195.6456,wrap,5,0
411,132.7733,-194.8022,wrap,5,0
412,130.4427,-193.8351,wrap,5,0
413,128.1662,-192.7467,wrap,5,0
414,125.9499,-191.5403,wrap,5,0
415,123.8002,-190.219,wrap,5,0
416,121.7229,-188.7866,wrap,5,0
417,119.7237,-187.2471,wrap,5,0
418,117.8081,-185.6045,wrap,5,0
419,115.9816,-183.8636,wrap,5,0
420,114.249,-182.0292,wrap,5,0
421,112.6153,-180.1062,wrap,5,0
422,111.0848,-178.1,wrap,5,0
423,109.6619,-176.0161,wrap,5,0
424,108.3505,-173.8604,wrap,5,0
425,107.1541,-171.6387,wrap,5,0
426,106.0762,-169.3572,wrap,5,0
427,105.1197,-167.0222,wrap,5,0
428,104.2872,-164.6402,wrap,5,0
429,103.581,-162.2177,wrap,5,0
430,103.003,-159.7615,wrap,5,0
431,102.555,-157.2783,wrap,5,0
432,102.2381,-154.7749,wrap,5,0
433,102.0532,-152.2584,wrap,5,0
434,102.0007,-149.7357,wrap,5,0
435,102.0809,-147.2136,wrap,5,0
436,102.2936,-144.6993,wrap,5,0
437,127.2936,80.3007,move,4,0
438,127.6383,82.8017,wrap,4,578.66
439,128.114,85.281,wrap,4,0
440,128.7194,87.732,wrap,4,0
441,129.4528,90.1477,wrap,4,0
442,130.3122,92.5215,wrap,4,0
443,131.2953,94.8468,wrap,4,0
444,132.3992,97.1172,wrap,4,0
445,133.621,99.3265,wrap,4,0
446,134.9572,101.4684,wrap,4,0
447,136.4043,103.5372,wrap,4,0
448,137.9581,105.527,wrap,4,0
449,139.6143,107.4323,wrap,4,0
450,141.3685,109.2479,wrap,4,0
451,143.2157,110.9688,wrap,4,0
452,145.1508,112.5902,wrap,4,0
453,147.1685,114.1076,wrap,4,0
454,149.2631,115.5168,wrap,4,0
455,151.429,116.814,wrap,4,0
456,153.6601,117.9954,wrap,4,0
457,155.9502,119.058,wrap,4,0
458,158.293,119.9986,wrap,4,0
459,160.682,120.8148,wrap,4,0
460,163.1106,121.5042,wrap,4,0
461,165.5721,122.065,wrap,4,0
462,168.0597,122.4956,wrap,4,0
463,170.5665,122.7948,wrap,4,0
464,173.0856,122.9618,wrap,4,0
465,175.6099,122.9961,wrap,4,0
466,178.1326,122.8977,wrap,4,0
467,180.6466,122.6667,wrap,4,0
468,183.145,122.3039,wrap,4,0
469,185.6208,121.8102,wrap,4,0
470,188.0673,121.1871,wrap,4,0
471,190.4776,120.4361,wrap,4,0
472,192.8451,119.5595,wrap,4,0
473,195.1633,118.5596,wrap,4,0
474,197.4256,117.4393,wrap,4,0
475,199.626,116.2015,wrap,4,0
476,201.7582,114.8497,wrap,4,0
477,203.8164,113.3877,wrap,4,0
478,205.7948,111.8195,wrap,4,0
479,207.6881,110.1495,wrap,4,0
480,209.491,108.3822,wrap,4,0
481,211.1984,106.5226,wrap,4,0
482,212.8057,104.5758,wrap,4,0
483,214.3085,102.5472,wrap,4,0
484,215.7024,100.4423,wrap,4,0
485,216.9838,98.2671,wrap,4,0
486,218.1491,96.0275,wrap,4,0
487,219.195,93.7298,wrap,4,0
488,220.1186,91.3802,wrap,4,0
489,220.9174,88.9853,wrap,4,0
490,221.5892,86.5518,wrap,4,0
491,222.1322,84.0862,wrap,4,0
492,222.5447,81.5956,wrap,4,0
493,222.8257,79.0867,wrap,4,0
494,222.9744,76.5665,wrap,4,0
495,222.9904,74.0419,wrap,4,0
496,222.8737,71.5201,wrap,4,0
497,222.6245,69.0078,wrap,4,0
498,222.2436,66.5121,wrap,4,0
499,221.732,64.0399,wrap,4,0
500,221.0911,61.598,wrap,4,0
501,220.3227,59.1932,wrap,4,0
502,219.4289,56.8321,wrap,4,0
503,218.4122,54.5213,wrap,4,0
504,217.2755,52.2671,wrap,4,0
505,216.0218,50.0758,wrap,4,0
506,214.6546,47.9535,wrap,4,0
507,213.1777,45.906,wrap,4,0
508,211.5952,43.9389,wrap,4,0
509,209.9115,42.0578,wrap,4,0
510,208.1312,40.2678,wrap,4,0
511,206.2592,38.5739,wrap,4,0
512,204.3008,36.9807,wrap,4,0
513,202.2613,35.4928,wrap,4,0
514,200.1464,34.1141,wrap,4,0
515,197.962,32.8485,wrap,4,0
516,195.714,31.6995,wrap,4,0
517,193.4087,30.6703,wrap,4,0
518,191.0525,29.7638,wrap,4,0
519,188.6519,28.9823,wrap,4,0
520,186.2135,28.3282,wrap,4,0
521,183.7441,27.8032,wrap,4,0
522,181.2505,27.4087,wrap,4,0
523,178.7397,27.1459,wrap,4,0
524,176.2185,27.0155,wrap,4,0
525,173.6939,27.0178,wrap,4,0
526,171.1729,27.1528,wrap,4,0
527,168.6625,27.4202,wrap,4,0
528,166.1697,27.8192,wrap,4,0
529,163.7012,28.3488,wrap,4,0
530,161.264,29.0074,wrap,4,0
531,158.8649,29.7932,wrap,4,0
532,156.5103,30.704,wrap,4,0
533,154.2069,31.7374,wrap,4,0
534,151.9611,32.8905,wrap,4,0
535,149.7789,34.1601,wrap,4,0
536,147.6666,35.5426,wrap,4,0
537,145.6298,37.0343,wrap,4,0
538,143.6743,38.6311,wrap,4,0
539,141.8054,40.3284,wrap,4,0
540,140.0284,42.1216,wrap,4,0
541,138.3481,44.0058,wrap,4,0
542,136.7692,45.9758,wrap,4,0
543,135.2961,48.026,wrap,4,0
544,133.9328,50.1508,wrap,4,0
545,132.6831,52.3444,wrap,4,0
546,131.5504,54.6006,wrap,4,0
547,130.538,56.9133,wrap,4,0
548,129.6485,59.276,wrap,4,0
549,128.8845,61.6823,wrap,4,0
550,128.2481,64.1253,wrap,4,0
551,127.741,66.5984,wrap,4,0
552,127.3646,69.0948,wrap,4,0
553,127.12,71.6075,wrap,4,0
554,127.0079,74.1296,wrap,4,0
555,127.0285,76.6541,wrap,4,0
556,127.1818,79.1741,wrap,4,0
557,127.4674,81.6824,wrap,4,0
558,127.8845,84.1723,wrap,4,0
559,128.4319,86.6369,wrap,4,0
560,129.1082,89.0692,wrap,4,0
561,129.9114,91.4626,wrap,4,0
562,130.8393,93.8105,wrap,4,0
563,131.8894,96.1063,wrap,4,0
564,133.0587,98.3438,wrap,4,0
565,134.3441,100.5166,wrap,4,0
566,135.7419,102.6189,wrap,4,0
567,137.2484,104.6448,wrap,4,0
568,138.8592,106.5887,wrap,4,0
569,140.5701,108.4452,wrap,4,0
570,142.3762,110.2092,wrap,4,0
571,144.2725,111.8757,wrap,4,0
572,146.2538,113.4403,wrap,4,0
573,148.3147,114.8985,wrap,4,0
574,150.4493,116.2464,wrap,4,0
575,152.6519,117.4802,wrap,4,0
576,154.9163,118.5964,wrap,4,0
577,157.2363,119.5921,wrap,4,0
578,159.6054,120.4643,wrap,4,0
579,162.0171,121.2109,wrap,4,0
580,164.4647,121.8296,wrap,4,0
581,166.9415,122.3187,wrap,4,0
582,169.4405,122.677,wrap,4,0
583,171.9549,122.9033,wrap,4,0
584,174.4778,122.9972,wrap,4,0
585,177.002,122.9582,wrap,4,0
586,179.5208,122.7866,wrap,4,0
587,182.027,122.4828,wrap,4,0
588,184.5138,122.0477,wrap,4,0
589,186.9743,121.4824,wrap,4,0
590,189.4017,120.7885,wrap,4,0
591,191.7892,119.968,wrap,4,0
592,194.1303,119.0231,wrap,4,0
593,196.4185,117.9564,wrap,4,0
594,198.6474,116.7708,wrap,4,0
595,200.8109,115.4697,wrap,4,0
596,202.903,114.0567,wrap,4,0
597,204.9179,112.5356,wrap,4,0
598,206.85,110.9107,wrap,4,0
599,208.694,109.1864,wrap,4,0
600,210.4449,107.3676,wrap,4,0
601,212.0977,105.4592,wrap,4,0
602,213.6478,103.4666,wrap,4,0
603,215.0911,101.3952,wrap,4,0
604,216.4234,99.2508,wrap,4,0
605,217.6411,97.0394,wrap,4,0
606,218.7409,94.7669,wrap,4,0
607,219.7197,92.4398,wrap,4,0
608,220.5748,90.0644,wrap,4,0
609,221.3038,87.6474,wrap,4,0
610,221.9047,85.1953,wrap,4,0
611,222.3759,82.7151,wrap,4,0
612,222.716,80.2135,wrap,4,0
613,222.9241,77.6975,wrap,4,0
614,222.9997,75.1741,wrap,4,0
615,222.9424,72.6501,wrap,4,0
616,222.7526,70.1327,wrap,4,0
617,222.4306,67.6287,wrap,4,0
